D,Fear of being betrayed and serving 10 years if I stay silent,AD
D,Fear of being a double agent and serving 10 years if I stay silent,AD
D,Fear of being a double agent and serving 10 years if I stay silent,AD
D,Fear of being a double agent and serving 10 years if I stay silent,AD
D,"The opponent's past moves indicate they are a defector, so I'll confess to avoid serving 10 years.",AD
D,"The opponent's past moves indicate they are a defector, so I'll confess to avoid serving 10 years.",AD
D,"The opponent's past moves indicate they are a defector, so I'll confess to avoid serving 10 years.",AD
D,"The opponent's past moves indicate they are a defector, so I'll confess to avoid serving 10 years.",AD
D,"The other prisoner's past moves indicate they are a defector, so I'll confess to avoid serving 10 years.",AD
D,"The other prisoner's past moves indicate they are a defector, so I'll confess to avoid serving 10 years.",AD
D,"The other prisoner's past moves indicate they are a defector, so I'll confess to avoid serving 10 years.",AD
D,"The other prisoner's past moves indicate they are a defector, so I'll confess to avoid serving 10 years.",AD
D,"The other prisoner's past moves indicate they are a defector, so I'll confess to avoid serving 10 years.",AD
D,"The other prisoner's past moves indicate they are a defector, so I'll confess to avoid serving 10 years.",AD
D,"The other prisoner's past moves indicate they are a defector, so I'll confess to avoid serving 10 years.",AD
D,"The other prisoner's past moves indicate they are a defector, so I'll confess to avoid serving 10 years.",AD
D,"The other prisoner's past moves indicate they are a defector, so I'll confess to avoid serving 10 years.",AD
D,"The other prisoner's past moves indicate they are a defector, so I'll confess to avoid serving 10 years.",AD
D,"The other prisoner's past moves indicate they are a defector, so I'll confess to avoid serving 10 years.",AD
D,"The other prisoner's past moves indicate they are a defector, so I'll confess to avoid serving 10 years.",AD
D,"The other prisoner's past moves indicate they are a defector, so I'll confess to avoid serving 10 years.",AD
D,"The other prisoner's past moves indicate they are a defector, so I'll confess to avoid serving 10 years.",AD
D,"The other prisoner's past moves indicate they are a defector, so I'll confess to avoid serving 10 years.",AD
D,"The other prisoner's past moves indicate they are a defector, so I'll confess to avoid serving 10 years.",AD
D,"The opponent's past moves indicate they are a defector, so I'll confess to avoid serving 10 years.",AD
D,"The other prisoner's past moves indicate they are a defector, so I'll confess to avoid serving 10 years.",AD
D,"The other prisoner's past moves indicate they are a defector, so I'll confess to avoid serving 10 years.",AD
D,"The other prisoner's past moves indicate they are a defector, so I'll confess to avoid serving 10 years.",AD
D,"The opponent's past moves indicate they are a defector, so I'll confess to avoid serving 10 years.",AD
D,"The other prisoner's past moves indicate they are a defector, so I'll confess to avoid serving 10 years.",AD
D,"The opponent's past moves indicate they are a defector, so I'll confess to avoid serving 10 years.",AD
D,"The opponent's past moves indicate they are a defector, so I'll confess to avoid serving 10 years.",AD
D,"The other prisoner's past moves indicate they are a defector, so I'll confess to avoid serving 10 years.",AD
D,"The other prisoner's past moves indicate they are a defector, so I'll confess to avoid serving 10 years.",AD
D,"The other prisoner's past moves indicate they are a defector, so I'll confess to avoid serving 10 years.",AD
D,"The other prisoner's past moves indicate they are a defector, so I'll confess to avoid serving 10 years.",AD
D,"The other prisoner's past moves indicate they are a defector, so I'll confess to avoid serving 10 years.",AD
D,"The other prisoner's past moves indicate they are a defector, so I'll confess to avoid serving 10 years.",AD
D,"The other prisoner's past moves indicate they are a defector, so I'll confess to avoid serving 10 years.",AD
D,"The other prisoner's past moves indicate they are a defector, so I'll confess to avoid serving 10 years.",AD
D,"The other prisoner's past moves indicate they are a defector, so I'll confess to avoid serving 10 years.",AD
D,"The other prisoner's past moves indicate they are a defector, so I'll confess to avoid serving 10 years.",AD
D,"The other prisoner's past moves indicate they are a defector, so I'll confess to avoid serving 10 years.",AD
D,"The other prisoner's past moves indicate they are a defector, so I'll confess to avoid serving 10 years.",AD
D,"The other prisoner's past moves indicate they are a defector, so I'll confess to avoid serving 10 years.",AD
D,"The other prisoner's past moves indicate they are a defector, so I'll confess to avoid serving 10 years.",AD
D,"The other prisoner's past moves indicate they are a defector, so I'll confess to avoid serving 10 years.",AD
D,"The other prisoner's past moves indicate they are a defector, so I'll confess to avoid serving 10 years.",AD
D,"The other prisoner's past moves indicate they are a defector, so I'll confess to avoid serving 10 years.",AD
D,"The other prisoner's past moves indicate they are a defector, so I'll confess to avoid serving 10 years.",AD
